atr,mins_open,macd_z,vol_z,implied_vol,pnl,target
0.6109357142857103,16,2.6763150462828,1.5353286507106487,1.0445262514799765,-983.19,0
0.5052785714285741,50,1.5815483197503208,2.596000002153043,0.6768908506234877,231.18,1
0.49256428571429467,57,1.7635562673348701,1.793231714937506,0.5900271161315653,131.38,1
0.5119357142857207,58,1.9465275126766548,1.7896287661821226,0.5788572617625704,137.39,1
0.5472571428571484,59,2.0939918296186826,1.1806823510094913,0.5801816209919758,72.39,1
0.5754428571428625,60,2.2830205793372524,2.512953559423037,0.5849684647221628,15.78,1
0.5431785714285756,61,2.4932156432151324,1.687024988015114,0.5944076320907538,41.25,1
0.6010357142857187,62,2.1400816464657,2.020814625257494,0.6585743673167807,9.28,1
0.3529857142857184,123,2.174987492399136,2.763228911604787,0.45211051797709856,30.16,1
0.3342285714285741,126,2.2978903335963676,1.2031828487553071,0.44455827520905977,29.94,1
0.26013571428571375,108,1.942373696257328,1.3016177861189258,0.3206168790771993,43.86,1
0.27437857142856864,110,2.9776080364605604,2.7372720617912534,0.3217847566090567,10.45,1
0.2879714285714264,111,3.1223638087720658,2.436546399322756,0.3215422421910294,18.26,1
0.29368571428571094,112,2.9972078695371795,2.364421672071215,0.3161085329771691,18.45,1
0.21617857142857133,175,1.8870232634992634,1.6979058828266256,0.2768017084715962,17.42,1
0.17770000000000152,259,2.090951620271813,1.2385780526405055,0.2130840690224243,89.18,1
0.5577285714285755,113,1.8916841707559433,1.6769089884151374,0.5037332377441144,-903.01,0
0.3108357142857138,154,2.0173362476164534,1.8331287222696813,0.2522122895463907,23.52,1
0.3108357142857138,155,1.9892127098649799,1.4206034510713526,0.276407812702148,10.11,1
0.2951214285714282,156,1.6941356414979534,1.088409519875874,0.2780831328522117,2.84,1
0.23602857142857253,228,2.2346022862554946,1.1313749750313984,0.2810945430120024,220.48,1
0.23745714285714062,230,2.0482597847977724,1.4883016752421065,0.270384346376181,179.39,1
0.24174285714285304,231,2.0256564425714116,2.5492909027546293,0.2714365347829747,127.32,1
0.23827142857142494,232,1.992352624953207,3.096385363073977,0.27010595816543514,59.71,1
0.2641499999999967,137,2.9557819901580715,1.0463073604990476,0.3299288128049483,10.03,1
0.21961428571428193,190,2.3336127116652974,1.4909914399171966,0.2595106983463718,70.38,1
0.23394285714284788,196,1.5634326292857676,1.7139272929605989,0.2528502246480659,71.37,1
0.22872857142856567,198,1.790865514186417,2.1253322169916538,0.251457065627881,128.83,1
0.2201571428571388,199,1.8864159578567155,1.611065324804473,0.2467378993548937,130.15,1
0.21066428571428122,200,2.0380308006930266,1.475858017712169,0.23547211899838316,128.44,1
0.20402142857142483,201,2.1348406354479743,2.6367722082829874,0.21683607954314596,88.41,1
0.20822142857142417,202,2.228956940650919,2.985382740338137,0.21803742382589167,44.06,1
0.20494285714285151,203,2.228828397647479,1.2231231626366714,0.2157419357027326,46.87,1
0.19021428571428242,208,1.5817849050442268,1.6777754680726489,0.20461043819921235,21.61,1
0.17907857142856795,210,1.6035561424819076,1.4855253414443748,0.19365023789629685,30.16,1
0.18509285714285642,260,1.9650061232558245,1.4152981944529102,0.2354725204490416,39.18,1
0.23232142857142435,124,1.7179869685673443,1.8326983594617055,0.25348661512332954,42.65,1
0.12542142857142835,241,2.4151308267063842,1.3888756924171508,0.16598687930852118,16.26,1
0.1225642857142881,243,2.3150231432204444,1.1582491663828638,0.16028449318562718,20.9,1
0.13392142857143036,245,1.895325718562223,2.4474643067688593,0.14362716392031535,23.47,1
0.1447428571428568,268,1.8425296624296437,2.181467686537169,0.16734653502275165,11.46,1
0.14617142857142898,269,2.4586017792705075,2.535753109409453,0.16789319056556232,14.85,1
0.28072142857142524,58,2.2812767669335523,1.8325629915287651,0.36125024141782713,28.41,1
0.16284999999999578,186,-2.940563555158643,1.113684576354698,0.16715930677478708,66.67,1
0.17392142857142442,187,-3.120991778848714,1.5646717032449946,0.18488231183275167,16.56,1
0.17948571428571217,188,-3.009086064796988,1.346130732307218,0.1798822603582837,17.15,1
0.1373642857142881,241,1.983343591732532,2.9893972374355733,0.18879750722966032,27.51,1
0.12320000000000318,245,2.052938647676407,4.443265579480115,0.18225012646200228,15.84,1
0.38899999999999374,56,-2.5774962426554957,1.9063764033993431,0.48322940666020475,81.28,1
0.40614285714285153,57,-2.8763866885751015,2.633335902278334,0.48402162664850434,296.81,1
0.40114285714285003,58,-2.8428120496639657,1.3286084628190824,0.4839595944106624,307.16,1
0.24299999999999905,142,-2.651786054604293,1.1730551138403262,0.25075601446383033,141.05,1
0.23709999999999606,173,1.9714526798222505,4.297715578717905,0.22228495222077288,39.65,1
0.24988571428571862,193,-2.5962987447558548,1.9851256739983592,0.2925586686730592,125.32,1
0.24742142857143432,194,-2.5639874822834936,1.1375519435947687,0.29259676986223376,124.27,1
0.26600000000000534,195,-2.684781793479907,3.1797463159486323,0.30906363952780563,16.59,1
0.18652142857142248,244,1.6372987966275123,3.6868535660910986,0.27064025769184125,93.6,1
0.18080714285713587,246,2.2805526805629035,1.9111332075864413,0.2633458975886219,15.83,1
0.1710285714285687,250,1.856628047128928,1.4164600600125323,0.24194370182024763,48.81,1
0.2601285714285727,104,-2.5047495925953074,1.8808443471812755,0.33791011052104347,44.4,1
0.2780642857142815,124,1.5465007605752679,5.201361201000692,0.36119644328059086,25.71,1
0.165850000000002,241,2.205493022854582,2.1434896979025964,0.2436549348075201,41.8,1
0.15762142857142944,248,2.25533852590292,1.1630999144309924,0.22124631913703297,5.03,1
0.14539285714285402,251,1.9919086455130897,1.160268087709956,0.1855461899697306,7.49,1
0.4976071428571426,16,1.5007621644670448,1.0777204196256855,0.460331878364916,39.04,1
0.82076428571428,34,2.122330380821116,2.0415950729407855,0.9228945090320753,507.9,1
0.8461285714285671,35,2.4307766111753724,1.065279335041855,0.9316150943118261,177.08,1
0.8554142857142811,36,2.5734567260981027,1.421320107653153,0.9332382263784466,199.02,1
0.9179499999999925,38,2.4961347509795235,1.9407878402055383,0.9194779120524376,54.93,1
0.16819285714285165,216,1.9225201153638825,4.973723095800386,0.1496968435512893,60.89,1
0.16940714285714112,221,2.636963420105765,1.657753013333112,0.1523520530885766,15.7,1
0.14262857142856994,258,1.7597021267347455,2.358841135057643,0.1917771321962515,22.2,1
0.21588571428571462,91,1.8839275982358141,1.222137067952248,0.2625040029170182,44.56,1
0.1954071428571455,126,-2.68336366675789,1.151869883324158,0.21228755704319688,17.51,1
0.20123571428571754,127,-3.5283964110186323,1.1700357730379394,0.21354008322369844,7.35,1
0.13666428571428316,211,-2.777833927178813,3.3531963288434636,0.17578686609378644,17.51,1
0.13441428571428357,213,-2.7602796578129847,1.0322784812871235,0.17733774455025786,19.79,1
0.13717142857142658,214,-2.6941958901756955,2.5226604401013346,0.17713222679868112,23.05,1
0.13036428571428718,237,1.9890901191171462,1.9734095159763816,0.18522798406299978,23.63,1
0.2803071428571379,56,2.2925341466058202,1.7239637629517013,0.3130202858751294,41.56,1
0.2924642857142804,58,1.9700125213182178,2.663787014867358,0.3321860853261768,27.22,1
0.14911428571428229,165,2.153060224988114,1.0775337999860297,0.2144006918888149,66.69,1
0.1519571428571384,166,2.551117916252476,1.419484029660792,0.21504768411387667,79.45,1
0.15817857142856845,169,2.3513478384915527,1.2113147682283545,0.21290444653133428,82.54,1
0.1610285714285697,170,2.1385574890578387,1.3590703565543867,0.21261385399725727,66.17,1
0.13161428571428196,200,-3.0363616389241024,1.6605133881404959,0.16157619187445837,26.53,1
0.12474285714285875,238,2.1962428501329634,1.9312519142097109,0.1459004334159776,20.52,1
0.11760714285714512,239,2.326199515612416,1.8535114231240566,0.14605969900480928,22.48,1
0.12260714285714666,240,2.2283881883764765,2.5920288007213963,0.14684614821300196,21.06,1
0.1276500000000027,242,1.7920903126204604,1.6342400972660978,0.15285226461282922,16.94,1
0.2096928571428549,61,-2.9904720174610504,1.0010279502356592,0.24732612591400613,22.18,1
0.21204999999999682,62,-3.0598713682614176,1.5507454590332173,0.24839077668868592,26.64,1
0.1567714285714256,133,1.886037601324057,2.653122792942465,0.1641644069445474,39.21,1
0.1497642857142856,137,3.18567818505284,1.210344115142052,0.16223919777737364,5.84,1
0.13886428571428514,141,2.2845729438485063,1.9812633065499248,0.1516954828714013,7.02,1
0.17561428571428703,192,1.8778679088836512,2.2363252441956982,0.210490160685298,42.75,1
0.1810500000000031,194,2.037372065086825,3.7664138840999453,0.21462036428117107,41.15,1
0.17077857142857664,198,1.9920781938098926,1.3180610842014393,0.22216522932390045,55.93,1
0.16292142857143282,200,1.8214061572574614,3.1801838878524573,0.21006979862973527,54.44,1
0.30227142857143213,69,2.0709005099616307,1.1064632290076555,0.36163001853326493,71.64,1
0.14594999999999914,166,1.8133592253550532,1.2156620891838064,0.22717930634326344,11.38,1
0.12794999999999845,234,1.5711916290440082,1.0121311353816365,0.16474873950669808,3.32,1
0.13277142857142468,237,1.9070597346018439,1.8866918039079899,0.15864335656988154,9.57,1
0.11819999999999757,264,1.964229615990011,1.0725459475877808,0.14644086175777452,1.72,1
0.12391428571428216,265,1.6406846140063744,1.80432002911416,0.1455670581694777,8.24,1
0.48970714285714223,50,2.2917767465073546,1.0989054543785668,0.5956774026857455,16.15,1
0.1946571428571409,113,1.5711448367518142,2.4415717489059525,0.2438053595401762,31.99,1
0.18434999999999693,160,2.0682296216926916,1.1420917951138707,0.2704824967443771,13.96,1
0.16380764285714072,214,-3.065446759288284,3.2158969396844834,0.19621927367260114,81.71,1
0.185550500000001,216,-2.6036212029788097,1.5390444403404584,0.21702362283076004,142.29,1
0.12349285714285989,261,1.729774218788877,2.356341812329074,0.19936290522366065,20.3,1
0.12265714285714628,262,1.9399225654505912,3.1460140555902547,0.18925538002924577,21.26,1
0.12087142857143363,263,2.0714064278570037,1.5566563047653996,0.189114552125935,21.22,1
0.32118571428571435,73,-3.085444252631255,1.6806845211058772,0.4868096331618311,144.99,1
0.2997999999999986,74,-3.046837419306641,1.0357761592343038,0.4868762856501665,171.35,1
0.3010071428571389,77,-2.714113466685133,1.7113682131894241,0.4407895798890762,29.28,1
0.21217142857142537,117,2.9632706211106394,1.5242871244829246,0.27653900491460925,28.22,1
0.21921428571428084,118,2.765524688296996,1.1291512547334028,0.26848487850838243,24.84,1
0.19332142857142895,168,2.376131560849652,2.2954015822314835,0.32786444075923543,85.23,1
0.159878571428566,244,1.7091118021712883,4.0623147078281665,0.18430606238223574,4.66,1
0.1260428571428593,265,-2.79238656624457,1.6061327156866627,0.2035581133917344,97.33,1
0.12292142857143062,266,-2.6860979221273364,1.6960714477857683,0.20017949782236136,109.82,1
0.1669142857142865,159,1.5151215471978865,1.1988074410973166,0.2365775576483853,16.12,1
0.18300714285714395,261,2.3999189253095152,1.8184686561835401,0.2004848902245931,38.51,1
0.12957142857142603,198,3.126991994964135,3.5077885864824907,0.20857530245806233,10.89,1
0.12814285714285592,199,3.1514335003141976,1.067055050217416,0.20863391265285855,11.16,1
0.12242142857142621,200,3.011890775810506,1.2253479264818514,0.2072495487318525,12.43,1
0.1299214285714275,201,2.4048630206846777,3.2781476240624,0.2019077144363769,5.71,1
0.13318571428571196,250,1.7578973026872429,3.632024948731056,0.15930843409942158,72.95,1
0.13354285714285652,251,2.0818622051190423,1.6616776144567096,0.15820407822048765,68.33,1
0.14068571428571527,252,1.9548401807842972,2.0339364294344073,0.15977318472280044,66.23,1
0.13997142857143022,253,1.868233464371232,2.7342714570007223,0.14586942871017605,67.53,1
0.14642142857142307,260,2.0682753765244297,2.558362720914486,0.1629433669270309,6.7,1
0.13535714285713749,262,2.1894587375795576,1.2186357864172497,0.16805876550373752,6.98,1
0.2690142857142896,117,2.0113686097478745,1.4299016604483639,0.42857586807845693,-346.63,0
0.26327142857143265,123,1.8127838751428487,1.8382151902741932,0.40067965140537454,135.71,1
0.2563785714285761,127,1.9090088213029268,1.6825938279950605,0.3740756750875179,110.34,1
0.2621428571428583,132,1.8343794106436344,2.0373254825128453,0.3376125135404188,35.63,1
0.2093571428571376,171,-3.0218326228602472,1.412852692998708,0.2998618335329794,202.17,1
0.20965714285713943,236,-2.6609837136258054,1.5148102604901421,0.2566830703761462,-395.23,0
0.2099499999999941,237,-2.9005992286843703,2.452615674103247,0.26919108791213725,-320.66,0
0.20689285714285127,238,-2.877524456611567,2.240438916626337,0.2658749145396367,-319.1,0
0.20670714285713693,240,-2.6814943970401033,2.3287873601705877,0.2658709008716399,26.64,1
0.2999571428571386,53,2.6760401310560207,1.163178586579722,0.4837188244048622,-439.17,0
0.3040428571428545,56,2.6942688144878795,1.0820771684224273,0.48975165575044766,48.29,1
0.2789142857142833,59,2.472896359842158,1.0947643258901616,0.4390122970211654,142.42,1
0.2959999999999984,61,2.1350675528264187,3.456208704924296,0.4103943162528264,142.78,1
0.2992142857142852,62,1.9974985727480257,1.080968707762227,0.39126139812620697,153.42,1
0.30707142857142905,64,1.8510606232664875,1.3150266474313772,0.40103029366299014,103.16,1
0.31133571428571216,66,1.7354887628586424,1.8985692473142515,0.34906824840794415,42.47,1
0.3069714285714298,68,1.658125648025084,1.703346964735205,0.3609693221417229,34.97,1
0.16047857142857375,137,-3.120093914121253,3.071619787485857,0.22444678071105673,55.76,1
0.274164285714284,66,-2.652099486305732,1.6242717249985452,0.3130648622972843,32.32,1
0.1903214285714268,90,1.8663809823014963,2.623017902901846,0.27178665128792967,73.56,1
0.1895642857142832,153,2.416654767315702,1.6216427525306039,0.2582613464134744,116.16,1
0.19007142857142462,154,2.6670502850388846,2.254650553581633,0.25835614447764166,115.71,1
0.1868428571428536,156,2.598099721130016,1.6279033578395727,0.25818721463275457,87.08,1
0.19195714285713855,158,2.2405192741116244,2.7765537358053956,0.2534439573573447,107.76,1
0.20386428571427878,159,2.2115562931403048,1.886671554026732,0.25480536363839634,10.81,1
0.2027999999999943,160,2.197510527195646,2.2682313465201442,0.24503693051289857,17.22,1
0.11708571428571547,215,1.783235419096911,2.531316244657113,0.13112493072379905,28.85,1
0.11687857142857183,216,2.053777347384899,3.406239644026725,0.12408543121432182,28.82,1
0.12759285714285795,217,2.0539582100525187,1.7514294020556789,0.12842074122961275,21.4,1
0.2720000000000035,108,-3.0497128351075427,1.0504563491971974,0.3742221665642884,18.69,1
0.2669928571428589,109,-3.0458619128085327,1.272657653424919,0.3660832778723446,15.96,1
0.1505500000000016,228,1.6737603324628931,1.616427571836588,0.18812683816310216,-135.26,0
0.17441428571428982,234,1.661395379634692,1.535979232158637,0.20389141899011337,-142.51,0
0.17155714285714754,236,1.846347979864995,1.521137700521045,0.20350134497793154,-156.08,0
0.17905714285714883,238,2.3737386188901075,2.6036069106136304,0.20284483807532036,34.72,1
0.19287142857143635,239,2.8037403736103204,3.3147236478240703,0.21485432233095753,92.39,1
0.2025142857142908,240,3.0386789087690604,3.2094588608686725,0.22051049901094813,95.88,1
0.20867857142857613,241,2.8040104436297275,2.637768912289427,0.22223959316166408,93.38,1
0.21012142857143243,242,2.721447126828592,1.1838386329924553,0.22044768522021538,85.99,1
0.21324285714285907,243,2.721321849023821,2.274520154566312,0.21570402267575498,7.11,1
0.20574285714285775,245,2.5424206017590327,2.021145379198916,0.22185585355200585,15.58,1
0.1628142857142864,161,2.880691521496314,1.9495022194238516,0.20067487908695822,31.82,1
0.16694285714285886,166,2.043734586016862,3.329118774607577,0.19652693091946144,1.84,1
0.1182928571428578,224,1.9307007756390893,2.4894368966335123,0.14206764758596144,2.39,1
0.14700000000000354,258,-2.8305571523899413,3.34808273437428,0.16083681163967894,30.2,1
0.14917142857143112,260,-2.5916038455567576,1.2631398379694183,0.17025336838074273,22.98,1
0.19893571428571427,59,1.673532012497826,1.435976888226609,0.3017750011025413,-186.21,0
0.18865714285714677,79,2.0362177139598727,1.287944335803174,0.24251186119530235,-166.25,0
0.1936500000000052,80,2.4864207514059826,2.097419983917918,0.24085422489982172,-249.38,0
0.1954142857142886,82,2.8179420615883943,2.4319260437610097,0.23952129773626873,-200.92,0
0.2027500000000028,84,3.073798423723048,2.076501504665138,0.2737539749052342,143.74,1
0.21846428571428841,85,2.717063158204573,1.9524789953730108,0.30505853337931205,128.07,1
0.24862857142857667,87,2.3705289850573665,1.1538495189168698,0.2990404982352657,141.1,1
0.26220000000000504,88,2.3741805299900336,1.5169758366759065,0.3143408379733637,54.2,1
0.26997857142857484,89,2.3083049550104913,1.3298945698435036,0.3132760078286562,58.3,1
0.28890714285714736,91,2.2676472484797263,2.4225676722262843,0.30895423107814896,40.39,1
0.3131928571428598,92,2.0061707060929552,2.6093666437882104,0.34152691907447963,21.57,1
0.18330000000000876,161,2.5109509745610534,1.0216099073508267,0.268867807807868,-211.37,0
0.18901428571429335,162,2.97929877404196,3.788894656067485,0.2638575524344111,-175.75,0
0.19580000000000755,163,3.1577019475434542,2.4148224490811185,0.270786627686446,45.94,1
0.2096500000000065,165,2.9548200653723566,2.910843957972349,0.28710430858569425,155.01,1
0.2182285714285785,166,2.76523858326186,2.435430731705303,0.28258444606100797,155.54,1
0.25117142857143293,168,2.323662306429899,1.498226507930124,0.2895219525867232,38.8,1
0.2606357142857182,170,2.0456831620509623,1.5656655531629335,0.29744342784175215,35.23,1
0.28563571428571777,171,2.0126110350748414,2.922498331722352,0.30391821415153536,5.08,1
0.27992142857143115,172,1.8767351969398445,1.460820519704089,0.30989067444844814,15.51,1
0.2924928571428609,174,1.7117014179485144,1.3305247756861245,0.2933390501547796,14.6,1
0.28677857142857427,175,1.5577702782696277,1.1017276206799713,0.3018727130240349,8.11,1
0.27701428571428316,58,1.6806151835743075,1.2215613098693743,0.39760991774181337,76.99,1
0.26929999999999915,60,1.863282152532993,1.2009328763193716,0.383963363464017,101.73,1
0.27787857142857114,61,2.0757497633037025,1.395476743176889,0.4058850037548457,295.44,1
0.27394285714285616,64,2.186544059504562,2.2497281705283143,0.4143984998307675,284.68,1
0.17776428571428937,141,1.894297337620264,1.0074712502725145,0.268111536773113,25.01,1
0.11761428571428414,197,1.5793707767105427,1.7257189191983826,0.1729176572017649,-210.78,0
0.12915714285714483,217,1.6604492707071659,1.587667498960786,0.15473233472175918,11.61,1
0.14335000000000417,261,1.5707290897701158,1.909770000326355,0.18076444121996388,46.4,1
0.14437857142857524,262,2.542210975659856,1.504115112736902,0.18107800472441485,82.06,1
0.142942857142862,263,2.976703643434994,2.3435039185290014,0.1808566686506538,27.05,1
0.3172857142857128,41,2.4274481317708694,1.6373798745443833,0.3421739329343795,11.0,1
0.2558142857142879,47,1.7005943707672462,1.0851083643661383,0.33188903575499845,18.78,1
0.1705357142857155,97,1.819765056256014,1.1086248631388835,0.23927585532231527,20.85,1
0.13059285714285604,141,-2.9905651444912804,3.3647500938857107,0.1914219454663697,71.82,1
0.14655714285714794,164,2.2029196114133893,2.3391237250851993,0.20243337386008672,148.89,1
0.09775000000000082,253,2.629570038113431,2.10456695197799,0.13332320241734222,3.46,1
0.10418571428571559,254,2.540595069201688,3.2303789932179665,0.13395814153083033,2.5,1
0.49482142857142924,16,1.8440147034139605,1.0039605576062152,0.5306423661343657,163.24,1
0.5055285714285722,17,2.3585286882819765,1.4139380403198283,0.5521828617779123,30.49,1
0.4844071428571429,19,2.5792489486880985,1.0339648036200484,0.5471366044069169,35.62,1
0.48323571428571405,20,2.5439654698535965,1.7121290792933663,0.5467255835087879,45.62,1
0.12560000000000368,131,1.715018144482331,2.251938235353287,0.18487309172015348,31.05,1
0.12845000000000287,132,2.1751745731589045,3.4944488266536804,0.18115874608880614,33.45,1
0.13499285714285797,133,2.45781512091609,1.4346599273974316,0.17872763241755746,34.77,1
0.1371357142857152,134,2.201798684965321,1.1721512521348043,0.1892447759233023,27.51,1
0.14320714285714434,135,1.7685285249541665,1.0977621977638665,0.1899452414632954,24.01,1
0.17674285714285531,140,-2.995208569451027,1.4546317380385518,0.2256437751582423,62.93,1
0.11197142857143254,177,2.3088277440360234,1.8204083587036826,0.15554104436249852,32.42,1
0.11345714285714743,249,2.074419076855457,1.0501913813084376,0.14146304305402113,28.74,1
0.1154000000000041,250,2.0553876335267796,1.802888912014215,0.13052936689127842,15.16,1
0.12705714285714415,252,1.8956472764879422,2.4431720713464973,0.1405386771731204,13.36,1
0.13277142857143076,253,1.644720784118468,1.0957135727513951,0.15281001415119108,5.74,1
0.2589785714285731,106,1.6579200553986893,3.730009436664563,0.289475231922239,73.45,1
0.25367142857142866,108,2.9845393076925193,2.0118232064418082,0.302468911126631,44.81,1
0.21011428571428528,151,1.8820391283761708,1.5759462214079,0.21300339505967017,27.71,1
0.11938571428571468,199,1.819456615670463,2.0778892365802144,0.18207744174688878,38.59,1
0.12159285714285772,201,2.462646483944009,1.2248123779578,0.16433817266687445,40.14,1
0.18968571428571174,218,1.8125362022617926,2.532999678959661,0.22455715229792275,12.69,1
0.18682857142856943,220,1.8738129817133073,1.356348048559009,0.22044139535643995,17.54,1
0.18867857142856792,221,1.9387626412275931,1.2540541693527696,0.22183027884373108,23.32,1
0.19547142857142522,222,1.780437461004495,1.4763439587353975,0.2287513890383001,16.6,1
0.19148571428572073,266,1.713035159028215,2.5916658663824266,0.26367445230054776,-295.45,0
0.3260285714285739,52,2.0060874172975556,3.166871316103196,0.41822980781607016,105.97,1
0.33265714285714615,53,2.390637043431005,2.448897546961863,0.40316189934426805,113.31,1
0.3469428571428535,61,1.7467177295735303,1.3296808517337586,0.3851830301997212,34.92,1
0.3381142857142813,65,1.521359399599319,2.752575242070464,0.40680480607731523,20.43,1
0.32293292857143285,82,-2.560151643834466,1.1024722061518495,0.4261336292676024,-649.15,0
0.09739285714284815,262,-2.5466356497383233,1.1165457769495668,0.1638514264852282,8.91,1
0.23934285714285863,91,2.300492917068012,4.1922904459017305,0.32040827506971303,24.12,1
0.1983857142857143,152,2.2619754303906787,2.0425212866485087,0.26277258474360055,531.17,1
0.27695714285714246,153,2.0854894761573948,5.165646149097464,0.2628424732199386,587.81,1
0.3013285714285721,157,1.8269063878056278,1.0916595150175936,0.2617799494339676,598.18,1
0.34240714285714496,159,2.4198237550794963,1.0675728374879088,0.3007541985421191,57.82,1
0.443642857142856,176,-2.9291428397668406,1.9648186829178498,0.5143724716722384,40.89,1
0.23047857142857708,207,2.0108824292321312,1.6005512287140287,0.33476702803060054,14.29,1
0.2413285714285698,81,1.5513461477484423,1.443466416470653,0.3005518622651153,44.0,1
0.1818214285714248,198,1.9226655222350628,3.5989246336286134,0.20630263040702956,220.51,1
0.196321428571425,199,2.347036268895458,4.506038674003969,0.25643938253484283,40.71,1
0.2098928571428534,200,2.4854378422160264,2.8724038632120723,0.25612734882140287,41.23,1
0.2084714285714264,201,2.5627971117407236,1.2506800398562727,0.2520797788368368,51.23,1
0.2376714285714233,202,2.270615957726086,1.4734000862137762,0.28825779213221775,32.18,1
0.2098214285714306,77,2.197943803329005,1.0570818454182878,0.2787275330485958,36.6,1
0.18328571428571447,117,1.7098868585092195,3.5928921036495405,0.2740210020319344,6.67,1
0.13941428571428308,211,1.7047397522402068,2.503229642732827,0.1661759884591765,-257.24,0
0.1383428571428555,212,1.9523244639690254,1.0139876982528069,0.16622480274040263,-205.68,0
0.14655714285714186,213,1.776634628916029,1.3787429878924937,0.16870860086814904,-209.84,0
